
-------------------- Trial 0  --------------------
2425 emam emam:0.6541014138605435 shah:0.3458985861394564 
1935 emam emam:0.8229927297937774 shah:0.1770072702062226 
712 shah emam:0.8186795668801099 shah:0.18132043311989016 
689 emam emam:0.9673198135689897 shah:0.03268018643101037 
2599 emam emam:0.8229927297937774 shah:0.1770072702062226 
1648 emam emam:0.8489929883384446 shah:0.15100701166155547 
843 shah shah:0.9953636127381574 emam:0.0046363872618425585 
194 emam emam:0.8954730961712559 shah:0.10452690382874412 
2286 emam emam:0.9194236922411975 shah:0.08057630775880259 
1885 emam emam:0.8589450301065878 shah:0.14105496989341218 
1071 emam emam:0.9972234221530073 shah:0.0027765778469927343 
664 shah shah:0.9007304459761196 emam:0.09926955402388042 
1114 emam emam:0.9977739022674972 shah:0.0022260977325029604 
856 shah shah:0.8569122201185658 emam:0.14308777988143406 
135 shah shah:0.8767653219706545 emam:0.12323467802934547 
234 emam emam:0.9726000343292874 shah:0.027399965670712605 
349 emam emam:0.9040277987719992 shah:0.09597220122800067 
8 emam shah:0.7182126965941058 emam:0.2817873034058942 
1250 emam emam:0.8061462711563611 shah:0.1938537288436389 
574 shah shah:0.9977466844619529 emam:0.0022533155380470896 
187 shah shah:0.9980734283458607 emam:0.0019265716541392909 
398 emam shah:0.5257724670137732 emam:0.47422753298622683 
100 shah shah:0.9961602942764186 emam:0.0038397057235813065 
295 emam emam:0.9995140699130535 shah:4.8593008694660473E-4 
1965 emam emam:0.9024610159503689 shah:0.09753898404963111 
1946 emam emam:0.8230951349745945 shah:0.17690486502540545 
1101 emam emam:0.854052340578183 shah:0.145947659421817 
1253 emam emam:0.9987899612880324 shah:0.0012100387119676895 
696 emam emam:0.7850695176407645 shah:0.21493048235923554 
801 emam emam:0.6467791359292909 shah:0.3532208640707091 
2362 emam emam:0.8264790435118281 shah:0.17352095648817198 
2406 emam emam:0.7305694544182093 shah:0.26943054558179075 
2728 emam emam:0.7821886919484026 shah:0.2178113080515975 
1872 emam emam:0.8457754331378156 shah:0.1542245668621844 
335 emam emam:0.9996980234926045 shah:3.019765073954915E-4 
838 emam emam:0.9425451595643403 shah:0.05745484043565979 
815 emam emam:0.9197441215328462 shah:0.08025587846715372 
1077 emam emam:0.8225328972379533 shah:0.17746710276204666 
205 shah shah:0.9952087721968377 emam:0.00479122780316243 
2766 emam emam:0.8965629929649898 shah:0.10343700703501034 
1434 emam emam:0.954329055726541 shah:0.045670944273459003 
2088 emam emam:0.9755786630622081 shah:0.0244213369377919 
1924 emam emam:0.974251093832299 shah:0.025748906167700925 
2693 emam emam:0.8887123387770225 shah:0.11128766122297747 
617 emam emam:0.9738048642987632 shah:0.02619513570123685 
1020 emam emam:0.7376855374155474 shah:0.26231446258445257 
849 emam emam:0.967653484891599 shah:0.03234651510840098 
794 emam emam:0.9458249167590154 shah:0.054175083240984565 
1267 emam emam:0.5125196321770075 shah:0.4874803678229926 
2391 emam emam:0.8229927297937774 shah:0.1770072702062226 
2457 emam emam:0.9709978698492481 shah:0.029002130150751933 
2106 emam emam:0.6382613602871791 shah:0.36173863971282083 
1048 emam emam:0.9856630503084024 shah:0.014336949691597616 
2263 emam emam:0.9864702782357396 shah:0.01352972176426034 
2885 emam emam:0.9406567585665068 shah:0.05934324143349326 
885 shah shah:0.961701861983122 emam:0.038298138016877946 
1379 emam emam:0.6968989513196577 shah:0.30310104868034227 
1049 emam emam:0.9549680701901259 shah:0.045031929809874194 
1227 emam emam:0.9104457002349997 shah:0.08955429976500032 
771 shah shah:0.9998361129263513 emam:1.6388707364878202E-4 
407 shah emam:0.7810254181086613 shah:0.21897458189133864 
220 emam emam:0.9088566721591465 shah:0.09114332784085366 
852 emam emam:0.7311877277256165 shah:0.26881227227438353 
47 emam emam:0.8819900378233875 shah:0.11800996217661251 
2968 emam emam:0.9990900683700707 shah:9.099316299292037E-4 
447 emam emam:0.9625787693707744 shah:0.03742123062922555 
707 shah emam:0.9646092973821286 shah:0.03539070261787149 
272 emam emam:0.9776114739222538 shah:0.022388526077746263 
771 emam emam:0.9968757332659232 shah:0.003124266734076815 
2438 emam emam:0.8229927297937774 shah:0.1770072702062226 
248 shah shah:0.9999903850968627 emam:9.614903137331425E-6 
765 shah shah:0.7524843717399632 emam:0.24751562826003679 
304 shah emam:0.5045308941517502 shah:0.4954691058482498 
625 emam emam:0.8914011171506085 shah:0.10859888284939143 
186 emam emam:0.90934285265457 shah:0.09065714734542989 
2048 emam emam:0.9761472130017028 shah:0.02385278699829709 
399 emam emam:0.9905236031610147 shah:0.009476396838985254 
91 shah emam:0.9971097481639659 shah:0.0028902518360340067 
840 emam emam:0.9544752914182142 shah:0.045524708581785825 
381 emam emam:0.9732330713330668 shah:0.026766928666933164 
2829 emam emam:0.9999271293734826 shah:7.287062651738655E-5 
2672 emam emam:0.8229927297937774 shah:0.1770072702062226 
752 emam emam:0.8229927297937774 shah:0.1770072702062226 
674 shah emam:0.5017831265939151 shah:0.4982168734060849 
22 emam emam:0.8898791040415964 shah:0.11012089595840359 
989 emam emam:0.8229927297937774 shah:0.1770072702062226 
2082 emam emam:0.9646156328150685 shah:0.03538436718493164 
30 shah emam:0.9679166822756665 shah:0.032083317724333545 
742 emam emam:0.966367240566327 shah:0.03363275943367304 
847 emam emam:0.9908994769104091 shah:0.009100523089590768 
567 emam emam:0.7097086168989661 shah:0.29029138310103386 
1878 emam emam:0.9681032927150535 shah:0.03189670728494655 
113 shah shah:0.9990288661932594 emam:9.711338067407021E-4 
1374 emam emam:0.663911587807239 shah:0.3360884121927611 
788 emam emam:0.8935798737687287 shah:0.10642012623127134 
2891 emam emam:0.9979669624846432 shah:0.0020330375153568957 
579 emam emam:0.7850695176407645 shah:0.21493048235923554 
543 emam emam:0.995728117065809 shah:0.0042718829341910946 
971 emam emam:0.6237444019878109 shah:0.3762555980121891 
2787 emam emam:0.7573231450428687 shah:0.24267685495713137 
2813 emam emam:0.9154440058249476 shah:0.08455599417505241 
1013 emam emam:0.9939172642045856 shah:0.0060827357954145456 
53 shah shah:0.9504510651419975 emam:0.04954893485800245 
617 shah shah:0.9986145799561619 emam:0.0013854200438380593 
2848 emam emam:0.8583273100527103 shah:0.1416726899472898 
361 emam emam:0.9974092350761781 shah:0.0025907649238218304 
1070 emam emam:0.8575598591105191 shah:0.1424401408894809 
2111 emam emam:0.9642754910571887 shah:0.03572450894281136 
1352 emam emam:0.95502614500482 shah:0.044973854995180175 
208 shah shah:0.7928430314191012 emam:0.2071569685808988 
61 shah emam:0.7653148401696406 shah:0.2346851598303595 
593 emam emam:0.9454783458759026 shah:0.05452165412409745 
713 emam emam:0.851854552818678 shah:0.1481454471813221 
592 shah shah:0.9999999999997731 emam:2.2699018374264787E-13 
1398 emam emam:0.9678156102537762 shah:0.03218438974622375 
736 emam emam:0.8250270908801463 shah:0.1749729091198537 
1884 emam emam:0.89027198811355 shah:0.10972801188644993 
1831 emam emam:0.7573231450428687 shah:0.24267685495713137 
145 emam emam:0.9677540786511223 shah:0.03224592134887773 
1122 emam emam:0.9947997277120922 shah:0.005200272287907845 
1151 emam emam:0.9781501180097065 shah:0.02184988199029348 
1915 emam emam:0.9880671215920505 shah:0.01193287840794951 
2031 emam emam:0.6782822686844497 shah:0.32171773131555037 
1014 emam emam:0.964333859705728 shah:0.03566614029427191 
993 emam emam:0.9995527151100531 shah:4.4728488994694957E-4 
539 shah shah:0.6795085543126949 emam:0.32049144568730514 
2412 emam emam:0.8140535387997991 shah:0.18594646120020097 
1288 emam emam:0.9918719010351768 shah:0.008128098964823362 
433 shah emam:0.8229927297937774 shah:0.1770072702062226 
76 shah shah:0.8704624309994633 emam:0.12953756900053667 
1837 emam emam:0.7932172483671358 shah:0.20678275163286414 
1098 emam emam:0.9206713686745273 shah:0.07932863132547278 
404 shah emam:0.7850695176407645 shah:0.21493048235923554 
607 shah shah:0.9997595734838736 emam:2.4042651612634725E-4 
27 emam emam:0.6749822564286522 shah:0.3250177435713478 
929 emam emam:0.7123632534066288 shah:0.28763674659337124 
2563 emam emam:0.9637254991669308 shah:0.03627450083306921 
2273 emam emam:0.6033461498245947 shah:0.3966538501754054 
2546 emam emam:0.9517770039663417 shah:0.04822299603365832 
58 shah emam:0.7573231450428687 shah:0.24267685495713137 
2271 emam emam:0.8229927297937774 shah:0.1770072702062226 
738 shah emam:0.7982011297518952 shah:0.20179887024810483 
280 emam emam:0.9443805566901226 shah:0.055619443309877475 
2441 emam emam:0.575151521276632 shah:0.42484847872336795 
544 emam emam:0.8105261617041343 shah:0.18947383829586564 
576 emam emam:0.9951268695029092 shah:0.004873130497090693 
2221 emam emam:0.8339523777180742 shah:0.1660476222819259 
738 emam emam:0.8897917557708693 shah:0.11020824422913064 
1392 emam emam:0.9739734553335132 shah:0.026026544666486757 
3033 emam emam:0.9802287296068325 shah:0.019771270393167537 
1685 emam emam:0.6264668060073032 shah:0.37353319399269685 
2494 emam emam:0.7850695176407645 shah:0.21493048235923554 
390 emam emam:0.9664829693613074 shah:0.03351703063869269 
757 emam emam:0.7654630656263381 shah:0.23453693437366188 
106 emam emam:0.8229927297937774 shah:0.1770072702062226 
1319 emam emam:0.9973971589602593 shah:0.0026028410397406876 
892 emam emam:0.6238658747379291 shah:0.37613412526207096 
1674 emam emam:0.9432108748517596 shah:0.056789125148240555 
1896 emam emam:0.9185896912219591 shah:0.08141030877804097 
229 shah emam:0.8344288051401658 shah:0.16557119485983415 
2180 emam emam:0.9947787671142446 shah:0.005221232885755267 
2917 emam emam:0.9849269641692695 shah:0.015073035830730401 
2078 emam emam:0.9350804106780268 shah:0.06491958932197309 
42 emam emam:0.9181326649418241 shah:0.0818673350581759 
78 emam emam:0.9989791429703812 shah:0.0010208570296189124 
522 shah shah:0.8216703990565529 emam:0.17832960094344708 
99 emam emam:0.7925081856085523 shah:0.20749181439144765 
329 shah emam:0.7659644522165434 shah:0.2340355477834565 
235 shah emam:0.8757330854499992 shah:0.1242669145500008 
805 shah shah:0.9977911453886096 emam:0.002208854611390394 
1963 emam emam:0.8400120687238076 shah:0.15998793127619226 
2284 emam emam:0.6435602928200064 shah:0.35643970717999357 
2222 emam emam:0.9657180660892155 shah:0.03428193391078454 
2733 emam emam:0.9898807543228759 shah:0.01011924567712405 
451 emam emam:0.8429701153306923 shah:0.15702988466930765 
2887 emam emam:0.7637588909419397 shah:0.23624110905806037 
2851 emam emam:0.7333450000586657 shah:0.2666549999413343 
2530 emam emam:0.9006837131803941 shah:0.09931628681960597 
360 emam emam:0.9844713196514145 shah:0.015528680348585368 
138 emam emam:0.990649663630873 shah:0.009350336369127013 
511 shah emam:0.8584199450973856 shah:0.14158005490261433 
618 shah shah:0.9999765025310222 emam:2.3497468977757242E-5 
1416 emam emam:0.9856082317510069 shah:0.014391768248993056 
1475 emam emam:0.7250224945503206 shah:0.27497750544967936 
807 emam emam:0.8366041506050359 shah:0.1633958493949641 
566 emam emam:0.9988552674860426 shah:0.0011447325139574238 
375 emam emam:0.9999553239079092 shah:4.4676092090826735E-5 
768 shah shah:0.8041383833883511 emam:0.19586161661164897 
2218 emam emam:0.9997055626823447 shah:2.9443731765535367E-4 
2710 emam emam:0.9982647270350351 shah:0.0017352729649649631 
2267 emam emam:0.8299460645405127 shah:0.17005393545948735 
837 emam emam:0.8989163523457787 shah:0.10108364765422129 
2852 emam emam:0.9976359758871551 shah:0.00236402411284485 
1215 emam emam:0.6589999476596624 shah:0.34100005234033764 
2706 emam emam:0.8708673430293098 shah:0.12913265697069018 
1067 emam emam:0.9091310269087549 shah:0.09086897309124502 
2632 emam emam:0.9173500468093425 shah:0.08264995319065752 
1291 emam emam:0.998732264910064 shah:0.001267735089936117 
1846 emam emam:0.9580592007587956 shah:0.04194079924120446 
245 emam emam:0.9973862129147714 shah:0.002613787085228552 
387 shah emam:0.8229927297937774 shah:0.1770072702062226 
2282 emam emam:0.8468092934113874 shah:0.1531907065886126 
1636 emam emam:0.9037306952927011 shah:0.09626930470729878 
1327 emam emam:0.9768338750982826 shah:0.02316612490171749 
400 shah emam:0.8897917557708693 shah:0.11020824422913064 
644 shah shah:0.9821973776355514 emam:0.017802622364448552 
2559 emam emam:0.960869621322173 shah:0.039130378677826885 
1245 emam emam:0.9470964261346646 shah:0.052903573865335535 
732 shah emam:0.8042283273969141 shah:0.1957716726030859 
123 emam emam:0.9881623530624345 shah:0.01183764693756556 
1801 emam emam:0.7672660552447773 shah:0.2327339447552226 
2285 emam emam:0.909187070216675 shah:0.09081292978332507 
1274 emam emam:0.934767827312564 shah:0.06523217268743596 
2478 emam emam:0.8229927297937774 shah:0.1770072702062226 
1185 emam emam:0.951607895352775 shah:0.04839210464722494 
734 shah shah:0.9919585316418739 emam:0.00804146835812613 
187 emam emam:0.8347746449979597 shah:0.16522535500204028 
480 emam emam:0.7264501709134811 shah:0.27354982908651904 
643 shah shah:0.9999759664049671 emam:2.4033595032988877E-5 
1087 emam emam:0.9271122045727137 shah:0.07288779542728643 
1051 emam emam:0.8130735969905438 shah:0.1869264030094561 
3014 emam emam:0.8929973348575447 shah:0.10700266514245531 
428 emam emam:0.9321117633968771 shah:0.06788823660312289 
1481 emam emam:0.8439566938384719 shah:0.1560433061615281 
2383 emam emam:0.6941079898721132 shah:0.3058920101278868 
1454 emam emam:0.5522734887572144 shah:0.4477265112427856 
2759 emam emam:0.8229927297937774 shah:0.1770072702062226 
73 emam emam:0.9687693068128836 shah:0.03123069318711633 
1053 emam emam:0.8858793372982103 shah:0.11412066270178971 
1239 emam emam:0.973664257784964 shah:0.026335742215035925 
2254 emam emam:0.577261813229913 shah:0.422738186770087 
1008 emam emam:0.8229927297937774 shah:0.1770072702062226 
1088 emam emam:0.7509265117796003 shah:0.2490734882203996 
107 shah shah:0.7560030379223837 emam:0.2439969620776163 
1629 emam emam:0.9576241928547616 shah:0.04237580714523842 
756 emam emam:0.7194164710478046 shah:0.28058352895219546 
653 emam emam:0.8833768353480432 shah:0.11662316465195673 
1108 emam emam:0.7848304234542034 shah:0.2151695765457966 
2331 emam emam:0.9851767314827974 shah:0.014823268517202748 
2525 emam emam:0.6771088933120628 shah:0.3228911066879373 
2133 emam emam:0.8911560658161327 shah:0.10884393418386731 
1369 emam emam:0.6178876529970343 shah:0.3821123470029656 
2431 emam emam:0.7998903466155552 shah:0.20010965338444475 
324 emam emam:0.9890023257997795 shah:0.010997674200220391 
718 emam emam:0.8204805717147898 shah:0.1795194282852102 
2001 emam emam:0.630662907931198 shah:0.36933709206880205 
1691 emam shah:0.6598844010289343 emam:0.34011559897106575 
91 emam emam:0.9089749916261521 shah:0.0910250083738478 
839 shah shah:0.9999952931176032 emam:4.706882396746319E-6 
98 emam emam:0.9477741428968336 shah:0.05222585710316645 
1116 emam emam:0.9993450774648898 shah:6.54922535110192E-4 
2590 emam emam:0.9896514716669736 shah:0.010348528333026515 
638 shah shah:0.9999964030525745 emam:3.59694742545974E-6 
278 emam emam:0.8073808688488836 shah:0.19261913115111648 
336 emam emam:0.9267124022558763 shah:0.0732875977441238 
1499 emam shah:0.5426679672030441 emam:0.457332032796956 
2490 emam emam:0.9231192055653699 shah:0.07688079443463022 
1559 emam emam:0.977135891503248 shah:0.022864108496752054 
919 emam emam:0.950750594353425 shah:0.04924940564657493 
391 emam emam:0.89027198811355 shah:0.10972801188644993 
26 shah emam:0.7375717915485648 shah:0.26242820845143533 
630 shah emam:0.9508780337382104 shah:0.04912196626178954 
613 emam emam:0.9203616549464658 shah:0.07963834505353425 
862 emam emam:0.8368919995101238 shah:0.16310800048987623 
614 shah shah:0.7928732123012133 emam:0.2071267876987867 
859 emam emam:0.8842488519837847 shah:0.11575114801621526 
377 shah emam:0.7102833025043247 shah:0.2897166974956753 
405 shah emam:0.8279164074527443 shah:0.17208359254725578 
554 emam emam:0.999124432057146 shah:8.755679428540279E-4 
848 emam emam:0.9958049203295245 shah:0.004195079670475582 
650 shah shah:0.954969276129092 emam:0.04503072387090811 
2723 emam emam:0.9933844497099877 shah:0.006615550290012268 
175 emam emam:0.7573231450428687 shah:0.24267685495713137 
1480 emam emam:0.9838199360266634 shah:0.016180063973336514 
704 emam emam:0.8380217157206378 shah:0.16197828427936226 
1387 emam emam:0.7375717915485648 shah:0.26242820845143533 
1234 emam emam:0.9544660502071167 shah:0.045533949792883305 
1096 emam emam:0.8484584038543597 shah:0.1515415961456404 
2448 emam emam:0.9676602232056642 shah:0.032339776794335695 
392 shah emam:0.6553839527559314 shah:0.3446160472440685 
291 shah emam:0.7060630734842995 shah:0.29393692651570036 
1007 emam emam:0.962770139592925 shah:0.03722986040707496 
2843 emam emam:0.9946006521136982 shah:0.005399347886301708 
2 shah shah:0.7489758057957073 emam:0.2510241942042928 
132 shah emam:0.8583801115041272 shah:0.14161988849587293 
2835 emam emam:0.8378610592842025 shah:0.16213894071579746 
2933 emam emam:0.989757809197836 shah:0.010242190802164116 
851 emam emam:0.9411402954931412 shah:0.05885970450685891 
405 emam emam:0.7758005606867072 shah:0.22419943931329275 
1637 emam emam:0.943368071080395 shah:0.05663192891960511 
504 emam emam:0.699187884700816 shah:0.30081211529918395 
2342 emam emam:0.9756649640625377 shah:0.024335035937462446 
2121 emam emam:0.9516721527928199 shah:0.048327847207180114 
1669 emam emam:0.9947376748237913 shah:0.005262325176208615 
877 shah shah:0.7175757777420646 emam:0.2824242222579354 
1506 emam emam:0.9802028468703462 shah:0.019797153129653716 
1030 emam emam:0.9035311381695328 shah:0.09646886183046717 
2948 emam emam:0.9989553995044647 shah:0.001044600495535329 
189 shah emam:0.8489929883384446 shah:0.15100701166155547 
1689 emam emam:0.955386853137724 shah:0.044613146862276014 
815 shah shah:0.99913329147639 emam:8.667085236100942E-4 
528 emam emam:0.9716136823045181 shah:0.028386317695482048 
681 shah shah:0.9999263032078444 emam:7.369679215558645E-5 
2959 emam emam:0.9237093914967653 shah:0.07629060850323466 
2713 emam emam:0.7475987240040131 shah:0.2524012759959869 
462 emam emam:0.9844929581538525 shah:0.015507041846147564 
2668 emam emam:0.9563676444393976 shah:0.04363235556060242 
460 emam emam:0.5778460883332376 shah:0.42215391166676236 
678 emam emam:0.9137284189906819 shah:0.08627158100931806 
2101 emam emam:0.8522582488935393 shah:0.1477417511064607 
1221 emam emam:0.9963151946040446 shah:0.003684805395955447 
892 shah shah:0.9999568573068324 emam:4.314269316754943E-5 
762 emam emam:0.9576109108331822 shah:0.04238908916681784 
227 emam emam:0.8652179519773653 shah:0.13478204802263463 
25 shah shah:0.8361049824929084 emam:0.16389501750709148 
2860 emam emam:0.8504601776062091 shah:0.14953982239379102 
142 shah shah:0.9526691581698682 emam:0.04733084183013185 
520 shah emam:0.8533760036439842 shah:0.14662399635601572 
2325 emam emam:0.9957003070811268 shah:0.004299692918873253 
2581 emam emam:0.8999418586018428 shah:0.10005814139815722 
210 emam emam:0.7716277434146728 shah:0.2283722565853272 
1061 emam emam:0.8229927297937774 shah:0.1770072702062226 
642 shah shah:0.7296139870357287 emam:0.27038601296427134 
2458 emam emam:0.9704430147602845 shah:0.029556985239715457 
721 emam emam:0.8229927297937774 shah:0.1770072702062226 
1826 emam shah:0.5822985595244082 emam:0.4177014404755918 
357 emam emam:0.9794885231344316 shah:0.020511476865568465 
1410 emam emam:0.9669487566060645 shah:0.03305124339393559 
1038 emam emam:0.8229927297937774 shah:0.1770072702062226 
833 shah shah:0.9999999999939824 emam:6.017657284532149E-12 
2087 emam emam:0.9302715848213927 shah:0.06972841517860723 
145 shah shah:0.9832914318590531 emam:0.016708568140946938 
1165 emam emam:0.9743902581036651 shah:0.025609741896334907 
140 shah shah:0.9526691581698682 emam:0.04733084183013185 
2224 emam emam:0.8962884550642468 shah:0.10371154493575316 
1012 emam emam:0.9978828939841171 shah:0.0021171060158828693 
1914 emam emam:0.9752144619105717 shah:0.024785538089428343 
455 emam emam:0.9915586930608276 shah:0.008441306939172383 
221 emam emam:0.8885502493654828 shah:0.11144975063451736 
410 shah emam:0.7850695176407645 shah:0.21493048235923554 
164 shah emam:0.8517297212406838 shah:0.14827027875931623 
2770 emam emam:0.8955403439133994 shah:0.10445965608660052 
2749 emam emam:0.7573231450428687 shah:0.24267685495713137 
1376 emam emam:0.8824712688868376 shah:0.1175287311131624 
170 emam emam:0.9345204880005205 shah:0.0654795119994795 
1626 emam emam:0.9003192557936713 shah:0.09968074420632873 
2460 emam emam:0.837312967086872 shah:0.16268703291312803 
1509 emam emam:0.89027198811355 shah:0.10972801188644993 
2100 emam emam:0.9235488696325046 shah:0.07645113036749553 
228 emam emam:0.9939867488673919 shah:0.006013251132608016 
491 shah emam:0.7692016257992557 shah:0.2307983742007443 
2540 emam emam:0.9903864532525903 shah:0.00961354674740967 
972 emam emam:0.9391885850417114 shah:0.060811414958288526 
203 emam emam:0.9992826205079746 shah:7.17379492025352E-4 
2114 emam emam:0.999311590569685 shah:6.884094303151433E-4 
2864 emam emam:0.7145612181917209 shah:0.28543878180827903 
2874 emam emam:0.9969927703016596 shah:0.0030072296983403826 
2531 emam emam:0.726631632612788 shah:0.273368367387212 
683 emam emam:0.7850695176407645 shah:0.21493048235923554 
3022 emam emam:0.7896041513317326 shah:0.21039584866826738 
1251 emam emam:0.9723438173911041 shah:0.027656182608895886 
2245 emam emam:0.9973311172626262 shah:0.0026688827373737567 
588 shah shah:0.9993388991113188 emam:6.611008886812386E-4 
213 shah shah:0.9837571664915792 emam:0.016242833508420745 
35 emam shah:0.507242804590065 emam:0.49275719540993507 
2503 emam emam:0.6251330936313642 shah:0.37486690636863584 
485 emam emam:0.7121366517787967 shah:0.28786334822120324 
778 shah shah:0.9818891005348913 emam:0.01811089946510876 
218 emam emam:0.8453710550142389 shah:0.15462894498576113 
2920 emam emam:0.7692189539283435 shah:0.2307810460716566 
630 emam emam:0.5389073042359872 shah:0.46109269576401285 
1366 emam emam:0.8546726806023016 shah:0.14532731939769836 
659 emam emam:0.9931286375886185 shah:0.006871362411381567 
2354 emam emam:0.7375717915485648 shah:0.26242820845143533 
603 shah shah:0.9999792201081786 emam:2.0779891821388726E-5 
1792 emam emam:0.9978993044868281 shah:0.002100695513171917 
1944 emam emam:0.8229927297937774 shah:0.1770072702062226 
2416 emam emam:0.8097599799629213 shah:0.19024002003707874 
1961 emam emam:0.9484342515422741 shah:0.0515657484577259 
2701 emam emam:0.8425891097528263 shah:0.1574108902471737 
1152 emam emam:0.9767973868050103 shah:0.023202613194989744 
1112 emam emam:0.9755053027141778 shah:0.02449469728582232 
506 emam emam:0.5418247910292548 shah:0.45817520897074526 
2639 emam emam:0.8356302934817921 shah:0.16436970651820787 
2521 emam emam:0.9709399579826219 shah:0.029060042017378003 
763 emam emam:0.9997453219267833 shah:2.546780732165898E-4 
827 shah shah:0.9871727463608934 emam:0.012827253639106674 
1302 emam emam:0.8918968693005117 shah:0.1081031306994882 
730 emam emam:0.9753976779155645 shah:0.024602322084435507 
1735 emam emam:0.5415611077450805 shah:0.4584388922549195 
33 shah emam:0.7881359253799144 shah:0.21186407462008564 
182 emam emam:0.995846604542404 shah:0.004153395457596021 
2447 emam emam:0.9939422733247751 shah:0.006057726675224776 
2158 emam emam:0.9989369213747664 shah:0.0010630786252334777 
212 emam emam:0.9574471047257705 shah:0.042552895274229306 
910 emam emam:0.9842124499089586 shah:0.015787550091041287 
443 shah emam:0.6083019094538452 shah:0.3916980905461547 
1959 emam emam:0.8898791040415964 shah:0.11012089595840359 
2151 emam emam:0.9289442195433997 shah:0.07105578045660034 
1089 emam emam:0.7953235868851548 shah:0.2046764131148452 
289 emam emam:0.9946811326794025 shah:0.0053188673205974285 
1677 emam emam:0.9937699325988565 shah:0.006230067401143528 
261 emam emam:0.8829960428548811 shah:0.11700395714511894 
315 shah shah:0.8796474323353707 emam:0.12035256766462929 
1449 emam emam:0.9999997930566331 shah:2.0694336701116258E-7 
1418 emam emam:0.9449776962834612 shah:0.05502230371653872 
176 shah shah:0.9769428348623693 emam:0.023057165137630623 
2972 emam emam:0.998896611983302 shah:0.0011033880166978728 
1424 emam emam:0.9779498927282478 shah:0.022050107271752103 
850 emam emam:0.9450077489530329 shah:0.05499225104696704 
69 emam emam:0.6570345172269055 shah:0.3429654827730945 
628 emam emam:0.9767500303493695 shah:0.023249969650630472 
122 emam emam:0.9696664041776939 shah:0.030333595822306218 
861 emam emam:0.71763558872098 shah:0.28236441127901996 
181 emam emam:0.9872000034347781 shah:0.012799996565221865 
358 shah shah:0.7549553763477621 emam:0.2450446236522379 
3016 emam emam:0.9878836216296106 shah:0.012116378370389338 
341 shah shah:0.9765645110430763 emam:0.023435488956923854 
2084 emam emam:0.8167987718271611 shah:0.18320122817283893 
395 emam emam:0.7156041324697591 shah:0.284395867530241 
1999 emam emam:0.9990163482394753 shah:9.836517605246828E-4 
1742 emam emam:0.978650387609039 shah:0.021349612390960972 
326 emam emam:0.9692723131887596 shah:0.030727686811240298 
1338 emam emam:0.9835206848759228 shah:0.016479315124077108 
2630 emam emam:0.8465373819565674 shah:0.1534626180434326 
2991 emam emam:0.883447004695952 shah:0.11655299530404786 
673 shah emam:0.7727835734870397 shah:0.22721642651296017 
2187 emam emam:0.9993446706964886 shah:6.553293035113284E-4 
208 emam emam:0.8492980668656072 shah:0.15070193313439292 
2283 emam emam:0.8723559336778548 shah:0.12764406632214523 
898 shah shah:0.6221506769738636 emam:0.3778493230261363 
517 shah emam:0.5405271160579375 shah:0.45947288394206254 
453 emam emam:0.9696304890182094 shah:0.030369510981790606 
2888 emam emam:0.8328245646669264 shah:0.16717543533307364 
2796 emam emam:0.9818339786400828 shah:0.018166021359917215 
2727 emam emam:0.7704089773295 shah:0.22959102267050008 
345 emam emam:0.9380354051030914 shah:0.06196459489690858 
2011 emam emam:0.8210488089296257 shah:0.17895119107037435 
2466 emam emam:0.8771344853106535 shah:0.12286551468934645 
705 shah emam:0.821390466436463 shah:0.17860953356353695 
1123 emam emam:0.8229927297937774 shah:0.1770072702062226 
165 shah emam:0.8111644107216189 shah:0.18883558927838118 
2533 emam emam:0.9949622062119484 shah:0.005037793788051714 
885 emam emam:0.7807159949392353 shah:0.2192840050607646 
683 shah shah:0.9426834933738366 emam:0.057316506626163284 
987 emam emam:0.9577920434860062 shah:0.04220795651399384 
1323 emam emam:0.9741653043431803 shah:0.02583469565681965 
2207 emam emam:0.995348858068993 shah:0.004651141931006949 
160 emam emam:0.9769020261166069 shah:0.02309797388339317 
608 shah shah:0.9995847278207854 emam:4.152721792144168E-4 
714 emam emam:0.9878161261837128 shah:0.012183873816287272 
845 shah shah:0.8484231082443663 emam:0.15157689175563369 
1146 emam emam:0.8973269425301785 shah:0.10267305746982147 
450 emam emam:0.8701692720652233 shah:0.1298307279347767 
371 emam emam:0.7621968064197024 shah:0.23780319358029747 
2200 emam emam:0.9693375740827095 shah:0.03066242591729052 
2 emam emam:0.9996995021556907 shah:3.004978443093677E-4 
337 shah emam:0.768967339591671 shah:0.23103266040832898 
34 shah emam:0.6571685969365824 shah:0.34283140306341764 
667 shah emam:0.6914036778358937 shah:0.30859632216410626 
2558 emam emam:0.7943305115588293 shah:0.2056694884411706 
1045 emam emam:0.9218629557441815 shah:0.07813704425581844 
1097 emam emam:0.9982836119694257 shah:0.0017163880305742553 
674 emam emam:0.9243073246910645 shah:0.0756926753089355 
5 emam emam:0.9274840061690057 shah:0.0725159938309944 
1389 emam emam:0.9997675254250087 shah:2.3247457499139988E-4 
442 emam emam:0.7850695176407645 shah:0.21493048235923554 
2977 emam emam:0.9813438088817458 shah:0.018656191118254232 
521 shah shah:0.9135503033604839 emam:0.08644969663951602 
2777 emam emam:0.8775411785388717 shah:0.12245882146112824 
1688 emam emam:0.8058070843283063 shah:0.19419291567169372 
651 emam emam:0.9680965204150634 shah:0.03190347958493651 
